"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"Observation","Observation","","","",1,1,"","","","null {[]} {[]}
","Base for all types and resources","Defines the basic properties of every data value. This is an abstract type, meaning that no value can be just a data value without belonging to any concrete type. Every concrete type is a specialization of this general abstract DataValue type.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"Observation.nullFlavor","Observation.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Observation.realmCode","Observation.realmCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of realm-specific constraints. The value of this attribute identifies the realm in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.realmCode",0,*,"",""
"Observation.typeId","Observation.typeId","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of constraints defined in an HL7-specified message type. This might be a common type (also known as CMET in the messaging communication environment), or content included within a wrapper. The value of this attribute provides a unique identifier for the type in question.","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.typeId",0,1,"",""
"Observation.typeId.nullFlavor","Observation.typeId.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Observation.typeId.assigningAuthorityName","Observation.typeId.assigningAuthorityName","","","Assigning Authority Name",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A human readable name or mnemonic for the assigning authority. The Assigning Authority Name has no computational value. The purpose of a Assigning Authority Name is to assist an unaided human interpreter of an II value to interpret the authority. Note: no automated processing must depend on the assigning authority name to be present in any form.","","","","","","","","","",,,,,"",,,,"II.assigningAuthorityName",0,1,"",""
"Observation.typeId.displayable","Observation.typeId.displayable","","","Displayable",0,1,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","Specifies if the identifier is intended for human display and data entry (displayable = true) as opposed to pure machine interoperation (displayable = false).","","","","","","","","","",,,,,"",,,,"II.displayable",0,1,"",""
"Observation.typeId.root","Observation.typeId.root","","","Root",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","Identifies the type as an HL7 Registered model","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""2.16.840.1.113883.1.3""/>","","","","",,,,,"",,,,"II.root",0,1,"",""
"Observation.typeId.extension","Observation.typeId.extension","","","Extension",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A character string as a unique identifier within the scope of the identifier root.","","","","","","","","","",,,,,"",,,,"II.extension",0,1,"",""
"Observation.templateId","Observation.templateId","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.templateId",0,*,"",""
"Observation.classCode","Observation.classCode","","","",1,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ActClassObservation|2.0.0","",,,,"Observation.classCode",1,1,"",""
"Observation.moodCode","Observation.moodCode","","","",1,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-xActMoodDocumentObservation|2.0.0","",,,,"Observation.moodCode",1,1,"",""
"Observation.negationInd","Observation.negationInd","","","",0,1,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.negationInd",0,1,"",""
"Observation.id","Observation.id","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.id",0,*,"",""
"Observation.code","Observation.code","","","",1,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}
","","","","","","","","","","","",,"example","","http://terminology.hl7.org/ValueSet/v3-ObservationType","",,,,"Observation.code",1,1,"",""
"Observation.derivationExpr","Observation.derivationExpr","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ST {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.derivationExpr",0,1,"",""
"Observation.text","Observation.text","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ED {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.text",0,1,"",""
"Observation.statusCode","Observation.statusCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ActStatus","",,,,"Observation.statusCode",0,1,"",""
"Observation.effectiveTime","Observation.effectiveTime","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/IVL-TS {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.effectiveTime",0,1,"",""
"Observation.priorityCode","Observation.priorityCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"example","","http://terminology.hl7.org/ValueSet/v3-ActPriority","",,,,"Observation.priorityCode",0,1,"",""
"Observation.repeatNumber","Observation.repeatNumber","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/IVL-INT {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.repeatNumber",0,1,"",""
"Observation.languageCode","Observation.languageCode","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/all-languages","",,,,"Observation.languageCode",0,1,"",""
"Observation.value","Observation.value","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ANY {[]} {[]}
http://hl7.org/cda/stds/core/StructureDefinition/BL {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/ED {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/ST {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CV {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CO {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/SC {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/TEL {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/AD {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/EN {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/INT {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/REAL {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/PQ {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/MO {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/IVL-PQ {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/IVL-TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/PIVL-TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/EIVL-TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/SXPR-TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/RTO-PQ-PQ {[]} {[]}","","","","","","","","","","","",,,,,"",,,,"Observation.value",0,*,"",""
"Observation.interpretationCode","Observation.interpretationCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ObservationInterpretation","",,,,"Observation.interpretationCode",0,*,"",""
"Observation.methodCode","Observation.methodCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"example","","http://terminology.hl7.org/ValueSet/v3-ObservationMethod","",,,,"Observation.methodCode",0,*,"",""
"Observation.targetSiteCode","Observation.targetSiteCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}
","","Drawn from concept domain ActSite","","","","","","","","","",,,,,"",,,,"Observation.targetSiteCode",0,*,"",""
"Observation.subject","Observation.subject","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Subject {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.subject",0,1,"",""
"Observation.specimen","Observation.specimen","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Specimen {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.specimen",0,*,"",""
"Observation.performer","Observation.performer","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Performer2 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.performer",0,*,"",""
"Observation.author","Observation.author","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Author {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.author",0,*,"",""
"Observation.informant","Observation.informant","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Informant {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.informant",0,*,"",""
"Observation.participant","Observation.participant","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Participant2 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.participant",0,*,"",""
"Observation.entryRelationship","Observation.entryRelationship","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/EntryRelationship {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship",0,*,"",""
"Observation.reference","Observation.reference","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Reference {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference",0,*,"",""
"Observation.precondition","Observation.precondition","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Precondition {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.precondition",0,*,"",""
"Observation.sdtcPrecondition2","Observation.sdtcPrecondition2","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Precondition2 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.sdtcPrecondition2",0,*,"",""
